leg,theta_rad,x_m,y_m,z_m,eq_err
p04_l,6.265732,-0.691106,0.000000,-0.908631,6.27e+00
p04_r,0.000000,0.077231,0.000000,-0.903955,6.38e-01
p04_r,0.017453,0.061443,0.000000,-0.905166,6.38e-01
p04_r,0.034907,0.045636,0.000000,-0.906100,6.38e-01
p04_r,0.052360,0.029816,0.000000,-0.906759,6.38e-01
p04_r,0.069813,0.013986,0.000000,-0.907141,6.38e-01
p04_r,0.087266,-0.001848,0.000000,-0.907247,6.38e-01
p04_r,0.104720,-0.017681,0.000000,-0.907076,6.38e-01
p04_r,0.122173,-0.033509,0.000000,-0.906630,6.38e-01
p04_r,0.139626,-0.049327,0.000000,-0.905907,6.38e-01
p04_r,0.157080,-0.065130,0.000000,-0.904908,6.38e-01
p04_r,0.174533,-0.080913,0.000000,-0.903633,6.38e-01
p04_r,0.191986,-0.096671,0.000000,-0.902084,6.38e-01
p04_r,0.209440,-0.112400,0.000000,-0.900259,6.38e-01
p04_r,0.226893,-0.128094,0.000000,-0.898160,6.38e-01
p04_r,0.244346,-0.143750,0.000000,-0.895788,6.38e-01
p04_r,0.261799,-0.159362,0.000000,-0.893143,6.38e-01
p04_r,0.279253,-0.174925,0.000000,-0.890225,6.38e-01
p04_r,0.296706,-0.190435,0.000000,-0.887037,6.38e-01
p04_r,0.314159,-0.205887,0.000000,-0.883578,6.38e-01
p04_r,0.331613,-0.221276,0.000000,-0.879851,6.38e-01
p04_r,0.349066,-0.236598,0.000000,-0.875855,6.38e-01
p04_r,0.366519,-0.251848,0.000000,-0.871592,6.38e-01
p04_r,0.383972,-0.267021,0.000000,-0.867064,6.38e-01
p04_r,0.401426,-0.282112,0.000000,-0.862272,6.38e-01
p04_r,0.418879,-0.297118,0.000000,-0.857217,6.38e-01
p04_r,0.436332,-0.312033,0.000000,-0.851901,6.38e-01
p04_r,0.453786,-0.326853,0.000000,-0.846325,6.38e-01
p04_r,0.471239,-0.341574,0.000000,-0.840492,6.38e-01
p04_r,0.488692,-0.356191,0.000000,-0.834403,6.38e-01
p04_r,0.506145,-0.370699,0.000000,-0.828059,6.38e-01
p04_r,0.523599,-0.385094,0.000000,-0.821464,6.38e-01
p04_r,0.541052,-0.399372,0.000000,-0.814618,6.38e-01
p04_r,0.558505,-0.413528,0.000000,-0.807524,6.38e-01
p04_r,0.575959,-0.427558,0.000000,-0.800184,6.38e-01
p04_r,0.593412,-0.441458,0.000000,-0.792600,6.38e-01
p04_r,0.610865,-0.455224,0.000000,-0.784775,6.38e-01
p04_r,0.628319,-0.468851,0.000000,-0.776710,6.38e-01
p04_r,0.645772,-0.482335,0.000000,-0.768410,6.46e-01
p04_r,0.663225,-0.495672,0.000000,-0.759875,6.63e-01
p04_r,0.680678,-0.508858,0.000000,-0.751108,6.81e-01
p04_r,0.698132,-0.521889,0.000000,-0.742113,6.98e-01
p04_r,0.715585,-0.534761,0.000000,-0.732892,7.16e-01
p04_r,0.733038,-0.547471,0.000000,-0.723447,7.33e-01
p04_r,0.750492,-0.560013,0.000000,-0.713782,7.50e-01
p04_r,0.767945,-0.572385,0.000000,-0.703900,7.68e-01
p04_r,0.785398,-0.584583,0.000000,-0.693803,7.85e-01
p04_r,0.802851,-0.596602,0.000000,-0.683495,8.03e-01
p04_r,0.820305,-0.608440,0.000000,-0.672979,8.20e-01
p04_r,0.837758,-0.620092,0.000000,-0.662258,8.38e-01
p04_r,0.855211,-0.631556,0.000000,-0.651335,8.55e-01
p04_r,0.872665,-0.642827,0.000000,-0.640214,8.73e-01
p04_r,0.890118,-0.653902,0.000000,-0.628897,8.90e-01
p04_r,0.907571,-0.664779,0.000000,-0.617389,9.08e-01
p04_r,0.925025,-0.675452,0.000000,-0.605693,9.25e-01
p04_r,0.942478,-0.685920,0.000000,-0.593813,9.42e-01
p04_r,0.959931,-0.696179,0.000000,-0.581751,9.60e-01
p04_r,0.977384,-0.706226,0.000000,-0.569513,9.77e-01
p04_r,0.994838,-0.716058,0.000000,-0.557101,9.95e-01
p04_r,1.012291,-0.725672,0.000000,-0.544519,1.01e+00
p04_r,1.029744,-0.735064,0.000000,-0.531771,1.03e+00
p04_r,1.047198,-0.744233,0.000000,-0.518862,1.05e+00
p04_r,1.064651,-0.753175,0.000000,-0.505794,1.06e+00
p04_r,1.082104,-0.761888,0.000000,-0.492572,1.08e+00
p04_r,1.099557,-0.770368,0.000000,-0.479200,1.10e+00
p04_r,1.117011,-0.778614,0.000000,-0.465683,1.12e+00
p04_r,1.134464,-0.786623,0.000000,-0.452023,1.13e+00
p04_r,1.151917,-0.794392,0.000000,-0.438226,1.15e+00
p04_r,1.169371,-0.801919,0.000000,-0.424295,1.17e+00
p04_r,1.186824,-0.809202,0.000000,-0.410235,1.19e+00
p04_r,1.204277,-0.816238,0.000000,-0.396050,1.20e+00
p04_r,1.221730,-0.823026,0.000000,-0.381744,1.22e+00
p04_r,1.239184,-0.829563,0.000000,-0.367322,1.24e+00
p04_r,1.256637,-0.835847,0.000000,-0.352788,1.26e+00
p04_r,1.274090,-0.841877,0.000000,-0.338147,1.27e+00
p04_r,1.291544,-0.847650,0.000000,-0.323403,1.29e+00
p04_r,1.308997,-0.853165,0.000000,-0.308560,1.31e+00
p04_r,1.326450,-0.858420,0.000000,-0.293623,1.33e+00
p04_r,1.343904,-0.863414,0.000000,-0.278597,1.34e+00
p04_r,1.361357,-0.868145,0.000000,-0.263486,1.36e+00
p04_r,1.378810,-0.872611,0.000000,-0.248295,1.38e+00
p04_r,1.396263,-0.876811,0.000000,-0.233028,1.40e+00
p04_r,1.413717,-0.880745,0.000000,-0.217690,1.41e+00
p04_r,1.431170,-0.884410,0.000000,-0.202285,1.43e+00
p04_r,1.448623,-0.887805,0.000000,-0.186820,1.45e+00
p04_r,1.466077,-0.890931,0.000000,-0.171297,1.47e+00
p04_r,1.483530,-0.893784,0.000000,-0.155722,1.48e+00
p04_r,1.500983,-0.896366,0.000000,-0.140099,1.50e+00
p04_r,1.518436,-0.898675,0.000000,-0.124434,1.52e+00
p04_r,1.535890,-0.900709,0.000000,-0.108731,1.54e+00
p04_r,1.553343,-0.902470,0.000000,-0.092995,1.55e+00
p04_r,1.570796,-0.903955,0.000000,-0.077231,1.57e+00
p04_r,1.588250,-0.905166,0.000000,-0.061443,1.59e+00
p04_r,1.605703,-0.906100,0.000000,-0.045636,1.61e+00
p04_r,1.623156,-0.906759,0.000000,-0.029816,1.62e+00
p04_r,1.640609,-0.907141,0.000000,-0.013986,1.64e+00
p04_r,1.658063,-0.907247,0.000000,0.001848,1.66e+00
p04_r,1.675516,-0.907076,0.000000,0.017681,1.68e+00
p04_r,1.692969,-0.906630,0.000000,0.033509,1.69e+00
p04_r,1.710423,-0.905907,0.000000,0.049327,1.71e+00
p04_r,1.727876,-0.904908,0.000000,0.065130,1.73e+00
p04_r,1.745329,-0.903633,0.000000,0.080913,1.75e+00
p04_r,1.762783,-0.902084,0.000000,0.096671,1.76e+00
p04_r,1.780236,-0.900259,0.000000,0.112400,1.78e+00
p04_r,1.797689,-0.898160,0.000000,0.128094,1.80e+00
p04_r,1.815142,-0.895788,0.000000,0.143750,1.82e+00
p04_r,1.832596,-0.893143,0.000000,0.159362,1.83e+00
p04_r,1.850049,-0.890225,0.000000,0.174925,1.85e+00
p04_r,1.867502,-0.887037,0.000000,0.190435,1.87e+00
p04_r,1.884956,-0.883578,0.000000,0.205887,1.88e+00
p04_r,1.902409,-0.879851,0.000000,0.221276,1.90e+00
p04_r,1.919862,-0.875855,0.000000,0.236598,1.92e+00
p04_r,1.937315,-0.871592,0.000000,0.251848,1.94e+00
p04_r,1.954769,-0.867064,0.000000,0.267021,1.95e+00
p04_r,1.972222,-0.862272,0.000000,0.282112,1.97e+00
p04_r,1.989675,-0.857217,0.000000,0.297118,1.99e+00
p04_r,2.007129,-0.851901,0.000000,0.312033,2.01e+00
p04_r,2.024582,-0.846325,0.000000,0.326853,2.02e+00
p04_r,2.042035,-0.840492,0.000000,0.341574,2.04e+00
p04_r,2.059489,-0.834403,0.000000,0.356191,2.06e+00
p04_r,2.076942,-0.828059,0.000000,0.370699,2.08e+00
p04_r,2.094395,-0.821464,0.000000,0.385094,2.09e+00
p04_r,2.111848,-0.814618,0.000000,0.399372,2.11e+00
p04_r,2.129302,-0.807524,0.000000,0.413528,2.13e+00
p04_r,2.146755,-0.800184,0.000000,0.427558,2.15e+00
p04_r,2.164208,-0.792600,0.000000,0.441458,2.16e+00
p04_r,2.181662,-0.784775,0.000000,0.455224,2.18e+00
p04_r,2.199115,-0.776710,0.000000,0.468851,2.20e+00
p04_r,2.216568,-0.768410,0.000000,0.482335,2.22e+00
p04_r,2.234021,-0.759875,0.000000,0.495672,2.23e+00
p04_r,2.251475,-0.751108,0.000000,0.508858,2.25e+00
p04_r,2.268928,-0.742113,0.000000,0.521889,2.27e+00
p04_r,2.286381,-0.732892,0.000000,0.534761,2.29e+00
p04_r,2.303835,-0.723447,0.000000,0.547471,2.30e+00
p04_r,2.321288,-0.713782,0.000000,0.560013,2.32e+00
p04_r,2.338741,-0.703900,0.000000,0.572385,2.34e+00
p04_r,2.356194,-0.693803,0.000000,0.584583,2.36e+00
p04_r,2.373648,-0.683495,0.000000,0.596602,2.37e+00
p04_r,2.391101,-0.672979,0.000000,0.608440,2.39e+00
p04_r,2.408554,-0.662258,0.000000,0.620092,2.41e+00
p04_r,2.426008,-0.651335,0.000000,0.631556,2.43e+00
p04_r,2.443461,-0.640214,0.000000,0.642827,2.44e+00
p04_r,2.460914,-0.628897,0.000000,0.653902,2.46e+00
p04_r,2.478368,-0.617389,0.000000,0.664779,2.48e+00
p04_r,2.495821,-0.605693,0.000000,0.675452,2.50e+00
p04_r,2.513274,-0.593813,0.000000,0.685920,2.51e+00
p04_r,2.530727,-0.581751,0.000000,0.696179,2.53e+00
p04_r,2.548181,-0.569513,0.000000,0.706226,2.55e+00
p04_r,2.565634,-0.557101,0.000000,0.716058,2.57e+00
p04_r,2.583087,-0.544519,0.000000,0.725672,2.58e+00
p04_r,2.600541,-0.531771,0.000000,0.735064,2.60e+00
p04_r,2.617994,-0.518862,0.000000,0.744233,2.62e+00
p04_r,2.635447,-0.505794,0.000000,0.753175,2.64e+00
p04_r,2.652900,-0.492572,0.000000,0.761888,2.65e+00
p04_r,2.670354,-0.479200,0.000000,0.770368,2.67e+00
p04_r,2.687807,-0.465683,0.000000,0.778614,2.69e+00
p04_r,2.705260,-0.452023,0.000000,0.786623,2.71e+00
p04_r,2.722714,-0.438226,0.000000,0.794392,2.72e+00
p04_r,2.740167,-0.424295,0.000000,0.801919,2.74e+00
p04_r,2.757620,-0.410235,0.000000,0.809202,2.76e+00
p04_r,2.775074,-0.396050,0.000000,0.816238,2.78e+00
p04_r,2.792527,-0.381744,0.000000,0.823026,2.79e+00
p04_r,2.809980,-0.367322,0.000000,0.829563,2.81e+00
p04_r,2.827433,-0.352788,0.000000,0.835847,2.83e+00
p04_r,2.844887,-0.338147,0.000000,0.841877,2.84e+00
p04_r,2.862340,-0.323403,0.000000,0.847650,2.86e+00
p04_r,2.879793,-0.308560,0.000000,0.853165,2.88e+00
p04_r,2.897247,-0.293623,0.000000,0.858420,2.90e+00
p04_r,2.914700,-0.278597,0.000000,0.863414,2.91e+00
p04_r,2.932153,-0.263486,0.000000,0.868145,2.93e+00
p04_r,2.949606,-0.248295,0.000000,0.872611,2.95e+00
p04_r,2.967060,-0.233028,0.000000,0.876811,2.97e+00
p04_r,2.984513,-0.217690,0.000000,0.880745,2.98e+00
p04_r,3.001966,-0.202285,0.000000,0.884410,3.00e+00
p04_r,3.019420,-0.186820,0.000000,0.887805,3.02e+00
p04_r,3.036873,-0.171297,0.000000,0.890931,3.04e+00
p04_r,3.054326,-0.155722,0.000000,0.893784,3.05e+00
p04_r,3.071779,-0.140099,0.000000,0.896366,3.07e+00
p04_r,3.089233,-0.124434,0.000000,0.898675,3.09e+00
p04_r,3.106686,-0.108731,0.000000,0.900709,3.11e+00
p04_r,3.124139,-0.092995,0.000000,0.902470,3.12e+00
p04_r,3.141593,-0.077231,0.000000,0.903955,3.14e+00
p04_r,3.159046,-0.061443,0.000000,0.905166,3.16e+00
p04_r,3.176499,-0.045636,0.000000,0.906100,3.18e+00
p04_r,3.193953,-0.029816,0.000000,0.906759,3.19e+00
p04_r,3.211406,-0.013986,0.000000,0.907141,3.21e+00
p04_r,3.228859,0.001848,0.000000,0.907247,3.23e+00
p04_r,3.246312,0.017681,0.000000,0.907076,3.25e+00
p04_r,3.263766,0.033509,0.000000,0.906630,3.26e+00
p04_r,3.281219,0.049327,0.000000,0.905907,3.28e+00
p04_r,3.298672,0.065130,0.000000,0.904908,3.30e+00
p04_r,3.316126,0.080913,0.000000,0.903633,3.32e+00
p04_r,3.333579,0.096671,0.000000,0.902084,3.33e+00
p04_r,3.351032,0.112400,0.000000,0.900259,3.35e+00
p04_r,3.368485,0.128094,0.000000,0.898160,3.37e+00
p04_r,3.385939,0.143750,0.000000,0.895788,3.39e+00
p04_r,3.403392,0.159362,0.000000,0.893143,3.40e+00
p04_r,3.420845,0.174925,0.000000,0.890225,3.42e+00
p04_r,3.438299,0.190435,0.000000,0.887037,3.44e+00
p04_r,3.455752,0.205887,0.000000,0.883578,3.46e+00
p04_r,3.473205,0.221276,0.000000,0.879851,3.47e+00
p04_r,3.490659,0.236598,0.000000,0.875855,3.49e+00
p04_r,3.508112,0.251848,0.000000,0.871592,3.51e+00
p04_r,3.525565,0.267021,0.000000,0.867064,3.53e+00
p04_r,3.543018,0.282112,0.000000,0.862272,3.54e+00
p04_r,3.560472,0.297118,0.000000,0.857217,3.56e+00
p04_r,3.577925,0.312033,0.000000,0.851901,3.58e+00
p04_r,3.595378,0.326853,0.000000,0.846325,3.60e+00
p04_r,3.612832,0.341574,0.000000,0.840492,3.61e+00
p04_r,3.630285,0.356191,0.000000,0.834403,3.63e+00
p04_r,3.647738,0.370699,0.000000,0.828059,3.65e+00
p04_r,3.665191,0.385094,0.000000,0.821464,3.67e+00
p04_r,3.682645,0.399372,0.000000,0.814618,3.68e+00
p04_r,3.700098,0.413528,0.000000,0.807524,3.70e+00
p04_r,3.717551,0.427558,0.000000,0.800184,3.72e+00
p04_r,3.735005,0.441458,0.000000,0.792600,3.74e+00
p04_r,3.752458,0.455224,0.000000,0.784775,3.75e+00
p04_r,3.769911,0.468851,0.000000,0.776710,3.77e+00
p04_r,3.787364,0.482335,0.000000,0.768410,3.79e+00
p04_r,3.804818,0.495672,0.000000,0.759875,3.80e+00
p04_r,3.822271,0.508858,0.000000,0.751108,3.82e+00
p04_r,3.839724,0.521889,0.000000,0.742113,3.84e+00
p04_r,3.857178,0.534761,0.000000,0.732892,3.86e+00
p04_r,3.874631,0.547471,0.000000,0.723447,3.87e+00
p04_r,3.892084,0.560013,0.000000,0.713782,3.89e+00
p04_r,3.909538,0.572385,0.000000,0.703900,3.91e+00
p04_r,3.926991,0.584583,0.000000,0.693803,3.93e+00
p04_r,3.944444,0.596602,0.000000,0.683495,3.94e+00
p04_r,3.961897,0.608440,0.000000,0.672979,3.96e+00
p04_r,3.979351,0.620092,0.000000,0.662258,3.98e+00
p04_r,3.996804,0.631556,0.000000,0.651335,4.00e+00
p04_r,4.014257,0.642827,0.000000,0.640214,4.01e+00
p04_r,4.031711,0.653902,0.000000,0.628897,4.03e+00
p04_r,4.049164,0.664779,0.000000,0.617389,4.05e+00
p04_r,4.066617,0.675452,0.000000,0.605693,4.07e+00
p04_r,4.084070,0.685920,0.000000,0.593813,4.08e+00
p04_r,4.101524,0.696179,0.000000,0.581751,4.10e+00
p04_r,4.118977,0.706226,0.000000,0.569513,4.12e+00
p04_r,4.136430,0.716058,0.000000,0.557101,4.14e+00
p04_r,4.153884,0.725672,0.000000,0.544519,4.15e+00
p04_r,4.171337,0.735064,0.000000,0.531771,4.17e+00
p04_r,4.188790,0.744233,0.000000,0.518862,4.19e+00
p04_r,4.206243,0.753175,0.000000,0.505794,4.21e+00
p04_r,4.223697,0.761888,0.000000,0.492572,4.22e+00
p04_r,4.241150,0.770368,0.000000,0.479200,4.24e+00
p04_r,4.258603,0.778614,0.000000,0.465683,4.26e+00
p04_r,4.276057,0.786623,0.000000,0.452023,4.28e+00
p04_r,4.293510,0.794392,0.000000,0.438226,4.29e+00
p04_r,4.310963,0.801919,0.000000,0.424295,4.31e+00
p04_r,4.328417,0.809202,0.000000,0.410235,4.33e+00
p04_r,4.345870,0.816238,0.000000,0.396050,4.35e+00
p04_r,4.363323,0.823026,0.000000,0.381744,4.36e+00
p04_r,4.380776,0.829563,0.000000,0.367322,4.38e+00
p04_r,4.398230,0.835847,0.000000,0.352788,4.40e+00
p04_r,4.415683,0.841877,0.000000,0.338147,4.42e+00
p04_r,4.433136,0.847650,0.000000,0.323403,4.43e+00
p04_r,4.450590,0.853165,0.000000,0.308560,4.45e+00
p04_r,4.468043,0.858420,0.000000,0.293623,4.47e+00
p04_r,4.485496,0.863414,0.000000,0.278597,4.49e+00
p04_r,4.502949,0.868145,0.000000,0.263486,4.50e+00
p04_r,4.520403,0.872611,0.000000,0.248295,4.52e+00
p04_r,4.537856,0.876811,0.000000,0.233028,4.54e+00
p04_r,4.555309,0.880745,0.000000,0.217690,4.56e+00
p04_r,4.572763,0.884410,0.000000,0.202285,4.57e+00
p04_r,4.590216,0.887805,0.000000,0.186820,4.59e+00
p04_r,4.607669,0.890931,0.000000,0.171297,4.61e+00
p04_r,4.625123,0.893784,0.000000,0.155722,4.63e+00
p04_r,4.642576,0.896366,0.000000,0.140099,4.64e+00
p04_r,4.660029,0.898675,0.000000,0.124434,4.66e+00
p04_r,4.677482,0.900709,0.000000,0.108731,4.68e+00
p04_r,4.694936,0.902470,0.000000,0.092995,4.69e+00
p04_r,4.712389,0.903955,0.000000,0.077231,4.71e+00
p04_r,4.729842,0.905166,0.000000,0.061443,4.73e+00
p04_r,4.747296,0.906100,0.000000,0.045636,4.75e+00
p04_r,4.764749,0.906759,0.000000,0.029816,4.76e+00
p04_r,4.782202,0.907141,0.000000,0.013986,4.78e+00
p04_r,4.799655,0.907247,0.000000,-0.001848,4.80e+00
p04_r,4.817109,0.907076,0.000000,-0.017681,4.82e+00
p04_r,4.834562,0.906630,0.000000,-0.033509,4.83e+00
p04_r,4.852015,0.905907,0.000000,-0.049327,4.85e+00
p04_r,4.869469,0.904908,0.000000,-0.065130,4.87e+00
p04_r,4.886922,0.903633,0.000000,-0.080913,4.89e+00
p04_r,4.904375,0.902084,0.000000,-0.096671,4.90e+00
p04_r,4.921828,0.900259,0.000000,-0.112400,4.92e+00
p04_r,4.939282,0.898160,0.000000,-0.128094,4.94e+00
p04_r,4.956735,0.895788,0.000000,-0.143750,4.96e+00
p04_r,4.974188,0.893143,0.000000,-0.159362,4.97e+00
p04_r,4.991642,0.890225,0.000000,-0.174925,4.99e+00
p04_r,5.009095,0.887037,0.000000,-0.190435,5.01e+00
p04_r,5.026548,0.883578,0.000000,-0.205887,5.03e+00
p04_r,5.044002,0.879851,0.000000,-0.221276,5.04e+00
p04_r,5.061455,0.875855,0.000000,-0.236598,5.06e+00
p04_r,5.078908,0.871592,0.000000,-0.251848,5.08e+00
p04_r,5.096361,0.867064,0.000000,-0.267021,5.10e+00
p04_r,5.113815,0.862272,0.000000,-0.282112,5.11e+00
p04_r,5.131268,0.857217,0.000000,-0.297118,5.13e+00
p04_r,5.148721,0.851901,0.000000,-0.312033,5.15e+00
p04_r,5.166175,0.846325,0.000000,-0.326853,5.17e+00
p04_r,5.183628,0.840492,0.000000,-0.341574,5.18e+00
p04_r,5.201081,0.834403,0.000000,-0.356191,5.20e+00
p04_r,5.218534,0.828059,0.000000,-0.370699,5.22e+00
p04_r,5.235988,0.821464,0.000000,-0.385094,5.24e+00
p04_r,5.253441,0.814618,0.000000,-0.399372,5.25e+00
p04_r,5.270894,0.807524,0.000000,-0.413528,5.27e+00
p04_r,5.288348,0.800184,0.000000,-0.427558,5.29e+00
p04_r,5.305801,0.792600,0.000000,-0.441458,5.31e+00
p04_r,5.323254,0.784775,0.000000,-0.455224,5.32e+00
p04_r,5.340708,0.776710,0.000000,-0.468851,5.34e+00
p04_r,5.358161,0.768410,0.000000,-0.482335,5.36e+00
p04_r,5.375614,0.759875,0.000000,-0.495672,5.38e+00
p04_r,5.393067,0.751108,0.000000,-0.508858,5.39e+00
p04_r,5.410521,0.742113,0.000000,-0.521889,5.41e+00
p04_r,5.427974,0.732892,0.000000,-0.534761,5.43e+00
p04_r,5.445427,0.723447,0.000000,-0.547471,5.45e+00
p04_r,5.462881,0.713782,0.000000,-0.560013,5.46e+00
p04_r,5.480334,0.703900,0.000000,-0.572385,5.48e+00
p04_r,5.497787,0.693803,0.000000,-0.584583,5.50e+00
p04_r,5.515240,0.683495,0.000000,-0.596602,5.52e+00
p04_r,5.532694,0.672979,0.000000,-0.608440,5.53e+00
p04_r,5.550147,0.662258,0.000000,-0.620092,5.55e+00
p04_r,5.567600,0.651335,0.000000,-0.631556,5.57e+00
p04_r,5.585054,0.640214,0.000000,-0.642827,5.59e+00
p04_r,5.602507,0.628897,0.000000,-0.653902,5.60e+00
p04_r,5.619960,0.617389,0.000000,-0.664779,5.62e+00
p04_r,5.637413,0.605693,0.000000,-0.675452,5.64e+00
p04_r,5.654867,0.593813,0.000000,-0.685920,5.65e+00
p04_r,5.672320,0.581751,0.000000,-0.696179,5.67e+00
p04_r,5.689773,0.569513,0.000000,-0.706226,5.69e+00
p04_r,5.707227,0.557101,0.000000,-0.716058,5.71e+00
p04_r,5.724680,0.544519,0.000000,-0.725672,5.72e+00
p04_r,5.742133,0.531771,0.000000,-0.735064,5.74e+00
p04_r,5.759587,0.518862,0.000000,-0.744233,5.76e+00
p04_r,5.777040,0.505794,0.000000,-0.753175,5.78e+00
p04_r,5.794493,0.492572,0.000000,-0.761888,5.79e+00
p04_r,5.811946,0.479200,0.000000,-0.770368,5.81e+00
p04_r,5.829400,0.465683,0.000000,-0.778614,5.83e+00
p04_r,5.846853,0.452023,0.000000,-0.786623,5.85e+00
p04_r,5.864306,0.438226,0.000000,-0.794392,5.86e+00
p04_r,5.881760,0.424295,0.000000,-0.801919,5.88e+00
p04_r,5.899213,0.410235,0.000000,-0.809202,5.90e+00
p04_r,5.916666,0.396050,0.000000,-0.816238,5.92e+00
p04_r,5.934119,0.381744,0.000000,-0.823026,5.93e+00
p04_r,5.951573,0.367322,0.000000,-0.829563,5.95e+00
p04_r,5.969026,0.352788,0.000000,-0.835847,5.97e+00
p04_r,5.986479,0.338147,0.000000,-0.841877,5.99e+00
p04_r,6.003933,0.323403,0.000000,-0.847650,6.00e+00
p04_r,6.021386,0.308560,0.000000,-0.853165,6.02e+00
p04_r,6.038839,0.293623,0.000000,-0.858420,6.04e+00
p04_r,6.056293,0.278597,0.000000,-0.863414,6.06e+00
p04_r,6.073746,0.263486,0.000000,-0.868145,6.07e+00
p04_r,6.091199,0.248295,0.000000,-0.872611,6.09e+00
p04_r,6.108652,0.233028,0.000000,-0.876811,6.11e+00
p04_r,6.126106,0.217690,0.000000,-0.880745,6.13e+00
p04_r,6.143559,0.202285,0.000000,-0.884410,6.14e+00
p04_r,6.161012,0.186820,0.000000,-0.887805,6.16e+00
p04_r,6.178466,0.171297,0.000000,-0.890931,6.18e+00
p04_r,6.195919,0.155722,0.000000,-0.893784,6.20e+00
p04_r,6.213372,0.140099,0.000000,-0.896366,6.21e+00
p04_r,6.230825,0.124434,0.000000,-0.898675,6.23e+00
p04_r,6.248279,0.108731,0.000000,-0.900709,6.25e+00
