leg,theta_rad,x_m,y_m,z_m,eq_err
p05_l,6.265732,-0.541167,0.000000,-0.766420,6.27e+00
p05_r,0.000000,-0.949375,0.000000,0.191890,6.38e-01
p05_r,0.017453,-0.945881,0.000000,0.208429,6.43e-01
p05_r,0.034907,-0.942100,0.000000,0.224905,6.47e-01
p05_r,0.052360,-0.938031,0.000000,0.241313,6.52e-01
p05_r,0.069813,-0.933677,0.000000,0.257647,6.57e-01
p05_r,0.087266,-0.929038,0.000000,0.273903,6.62e-01
p05_r,0.104720,-0.924116,0.000000,0.290075,6.66e-01
p05_r,0.122173,-0.918913,0.000000,0.306159,6.71e-01
p05_r,0.139626,-0.913430,0.000000,0.322150,6.75e-01
p05_r,0.157080,-0.907668,0.000000,0.338042,6.80e-01
p05_r,0.174533,-0.901630,0.000000,0.353832,6.84e-01
p05_r,0.191986,-0.895318,0.000000,0.369513,6.88e-01
p05_r,0.209440,-0.888733,0.000000,0.385082,6.92e-01
p05_r,0.226893,-0.881877,0.000000,0.400534,6.96e-01
p05_r,0.244346,-0.874752,0.000000,0.415864,7.00e-01
p05_r,0.261799,-0.867361,0.000000,0.431067,7.04e-01
p05_r,0.279253,-0.859706,0.000000,0.446139,7.08e-01
p05_r,0.296706,-0.851789,0.000000,0.461075,7.11e-01
p05_r,0.314159,-0.843612,0.000000,0.475871,7.15e-01
p05_r,0.331613,-0.835178,0.000000,0.490521,7.18e-01
p05_r,0.349066,-0.826490,0.000000,0.505023,7.21e-01
p05_r,0.366519,-0.817551,0.000000,0.519370,7.24e-01
p05_r,0.383972,-0.808362,0.000000,0.533559,7.27e-01
p05_r,0.401426,-0.798927,0.000000,0.547586,7.30e-01
p05_r,0.418879,-0.789248,0.000000,0.561445,7.33e-01
p05_r,0.436332,-0.779330,0.000000,0.575134,7.36e-01
p05_r,0.453786,-0.769174,0.000000,0.588648,7.39e-01
p05_r,0.471239,-0.758783,0.000000,0.601982,7.41e-01
p05_r,0.488692,-0.748161,0.000000,0.615133,7.44e-01
p05_r,0.506145,-0.737312,0.000000,0.628096,7.46e-01
p05_r,0.523599,-0.726238,0.000000,0.640869,7.48e-01
p05_r,0.541052,-0.714943,0.000000,0.653446,7.50e-01
p05_r,0.558505,-0.703429,0.000000,0.665824,7.52e-01
p05_r,0.575959,-0.691702,0.000000,0.677999,7.54e-01
p05_r,0.593412,-0.679764,0.000000,0.689967,7.56e-01
p05_r,0.610865,-0.667619,0.000000,0.701726,7.57e-01
p05_r,0.628319,-0.655270,0.000000,0.713270,7.59e-01
p05_r,0.645772,-0.642722,0.000000,0.724598,7.60e-01
p05_r,0.663225,-0.629978,0.000000,0.735705,7.62e-01
p05_r,0.680678,-0.617043,0.000000,0.746587,7.63e-01
p05_r,0.698132,-0.603919,0.000000,0.757242,7.64e-01
p05_r,0.715585,-0.590611,0.000000,0.767667,7.65e-01
p05_r,0.733038,-0.577124,0.000000,0.777857,7.66e-01
p05_r,0.750492,-0.563460,0.000000,0.787811,7.66e-01
p05_r,0.767945,-0.549625,0.000000,0.797525,7.68e-01
p05_r,0.785398,-0.535623,0.000000,0.806996,7.85e-01
p05_r,0.802851,-0.521457,0.000000,0.816221,8.03e-01
p05_r,0.820305,-0.507133,0.000000,0.825197,8.20e-01
p05_r,0.837758,-0.492654,0.000000,0.833922,8.38e-01
p05_r,0.855211,-0.478025,0.000000,0.842393,8.55e-01
p05_r,0.872665,-0.463250,0.000000,0.850608,8.73e-01
p05_r,0.890118,-0.448335,0.000000,0.858563,8.90e-01
p05_r,0.907571,-0.433282,0.000000,0.866257,9.08e-01
p05_r,0.925025,-0.418098,0.000000,0.873686,9.25e-01
p05_r,0.942478,-0.402787,0.000000,0.880850,9.42e-01
p05_r,0.959931,-0.387352,0.000000,0.887746,9.60e-01
p05_r,0.977384,-0.371800,0.000000,0.894371,9.77e-01
p05_r,0.994838,-0.356134,0.000000,0.900723,9.95e-01
p05_r,1.012291,-0.340360,0.000000,0.906801,1.01e+00
p05_r,1.029744,-0.324483,0.000000,0.912603,1.03e+00
p05_r,1.047198,-0.308506,0.000000,0.918127,1.05e+00
p05_r,1.064651,-0.292436,0.000000,0.923372,1.06e+00
p05_r,1.082104,-0.276276,0.000000,0.928335,1.08e+00
p05_r,1.099557,-0.260032,0.000000,0.933015,1.10e+00
p05_r,1.117011,-0.243709,0.000000,0.937411,1.12e+00
p05_r,1.134464,-0.227312,0.000000,0.941522,1.13e+00
p05_r,1.151917,-0.210846,0.000000,0.945346,1.15e+00
p05_r,1.169371,-0.194315,0.000000,0.948881,1.17e+00
p05_r,1.186824,-0.177725,0.000000,0.952128,1.19e+00
p05_r,1.204277,-0.161081,0.000000,0.955085,1.20e+00
p05_r,1.221730,-0.144388,0.000000,0.957751,1.22e+00
p05_r,1.239184,-0.127651,0.000000,0.960125,1.24e+00
p05_r,1.256637,-0.110875,0.000000,0.962206,1.26e+00
p05_r,1.274090,-0.094065,0.000000,0.963995,1.27e+00
p05_r,1.291544,-0.077227,0.000000,0.965490,1.29e+00
p05_r,1.308997,-0.060365,0.000000,0.966690,1.31e+00
p05_r,1.326450,-0.043485,0.000000,0.967597,1.33e+00
p05_r,1.343904,-0.026591,0.000000,0.968208,1.34e+00
p05_r,1.361357,-0.009690,0.000000,0.968525,1.36e+00
p05_r,1.378810,0.007215,0.000000,0.968546,1.38e+00
p05_r,1.396263,0.024117,0.000000,0.968273,1.40e+00
p05_r,1.413717,0.041012,0.000000,0.967705,1.41e+00
p05_r,1.431170,0.057895,0.000000,0.966841,1.43e+00
p05_r,1.448623,0.074760,0.000000,0.965684,1.45e+00
p05_r,1.466077,0.091602,0.000000,0.964232,1.47e+00
p05_r,1.483530,0.108416,0.000000,0.962486,1.48e+00
p05_r,1.500983,0.125197,0.000000,0.960448,1.50e+00
p05_r,1.518436,0.141940,0.000000,0.958116,1.52e+00
p05_r,1.535890,0.158640,0.000000,0.955493,1.54e+00
p05_r,1.553343,0.175292,0.000000,0.952579,1.55e+00
p05_r,1.570796,0.191890,0.000000,0.949375,1.57e+00
p05_r,1.588250,0.208429,0.000000,0.945881,1.59e+00
p05_r,1.605703,0.224905,0.000000,0.942100,1.61e+00
p05_r,1.623156,0.241313,0.000000,0.938031,1.62e+00
p05_r,1.640609,0.257647,0.000000,0.933677,1.64e+00
p05_r,1.658063,0.273903,0.000000,0.929038,1.66e+00
p05_r,1.675516,0.290075,0.000000,0.924116,1.68e+00
p05_r,1.692969,0.306159,0.000000,0.918913,1.69e+00
p05_r,1.710423,0.322150,0.000000,0.913430,1.71e+00
p05_r,1.727876,0.338042,0.000000,0.907668,1.73e+00
p05_r,1.745329,0.353832,0.000000,0.901630,1.75e+00
p05_r,1.762783,0.369513,0.000000,0.895318,1.76e+00
p05_r,1.780236,0.385082,0.000000,0.888733,1.78e+00
p05_r,1.797689,0.400534,0.000000,0.881877,1.80e+00
p05_r,1.815142,0.415864,0.000000,0.874752,1.82e+00
p05_r,1.832596,0.431067,0.000000,0.867361,1.83e+00
p05_r,1.850049,0.446139,0.000000,0.859706,1.85e+00
p05_r,1.867502,0.461075,0.000000,0.851789,1.87e+00
p05_r,1.884956,0.475871,0.000000,0.843612,1.88e+00
p05_r,1.902409,0.490521,0.000000,0.835178,1.90e+00
p05_r,1.919862,0.505023,0.000000,0.826490,1.92e+00
p05_r,1.937315,0.519370,0.000000,0.817551,1.94e+00
p05_r,1.954769,0.533559,0.000000,0.808362,1.95e+00
p05_r,1.972222,0.547586,0.000000,0.798927,1.97e+00
p05_r,1.989675,0.561445,0.000000,0.789248,1.99e+00
p05_r,2.007129,0.575134,0.000000,0.779330,2.01e+00
p05_r,2.024582,0.588648,0.000000,0.769174,2.02e+00
p05_r,2.042035,0.601982,0.000000,0.758783,2.04e+00
p05_r,2.059489,0.615133,0.000000,0.748161,2.06e+00
p05_r,2.076942,0.628096,0.000000,0.737312,2.08e+00
p05_r,2.094395,0.640869,0.000000,0.726238,2.09e+00
p05_r,2.111848,0.653446,0.000000,0.714943,2.11e+00
p05_r,2.129302,0.665824,0.000000,0.703429,2.13e+00
p05_r,2.146755,0.677999,0.000000,0.691702,2.15e+00
p05_r,2.164208,0.689967,0.000000,0.679764,2.16e+00
p05_r,2.181662,0.701726,0.000000,0.667619,2.18e+00
p05_r,2.199115,0.713270,0.000000,0.655270,2.20e+00
p05_r,2.216568,0.724598,0.000000,0.642722,2.22e+00
p05_r,2.234021,0.735705,0.000000,0.629978,2.23e+00
p05_r,2.251475,0.746587,0.000000,0.617043,2.25e+00
p05_r,2.268928,0.757242,0.000000,0.603919,2.27e+00
p05_r,2.286381,0.767667,0.000000,0.590611,2.29e+00
p05_r,2.303835,0.777857,0.000000,0.577124,2.30e+00
p05_r,2.321288,0.787811,0.000000,0.563460,2.32e+00
p05_r,2.338741,0.797525,0.000000,0.549625,2.34e+00
p05_r,2.356194,0.806996,0.000000,0.535623,2.36e+00
p05_r,2.373648,0.816221,0.000000,0.521457,2.37e+00
p05_r,2.391101,0.825197,0.000000,0.507133,2.39e+00
p05_r,2.408554,0.833922,0.000000,0.492654,2.41e+00
p05_r,2.426008,0.842393,0.000000,0.478025,2.43e+00
p05_r,2.443461,0.850608,0.000000,0.463250,2.44e+00
p05_r,2.460914,0.858563,0.000000,0.448335,2.46e+00
p05_r,2.478368,0.866257,0.000000,0.433282,2.48e+00
p05_r,2.495821,0.873686,0.000000,0.418098,2.50e+00
p05_r,2.513274,0.880850,0.000000,0.402787,2.51e+00
p05_r,2.530727,0.887746,0.000000,0.387352,2.53e+00
p05_r,2.548181,0.894371,0.000000,0.371800,2.55e+00
p05_r,2.565634,0.900723,0.000000,0.356134,2.57e+00
p05_r,2.583087,0.906801,0.000000,0.340360,2.58e+00
p05_r,2.600541,0.912603,0.000000,0.324483,2.60e+00
p05_r,2.617994,0.918127,0.000000,0.308506,2.62e+00
p05_r,2.635447,0.923372,0.000000,0.292436,2.64e+00
p05_r,2.652900,0.928335,0.000000,0.276276,2.65e+00
p05_r,2.670354,0.933015,0.000000,0.260032,2.67e+00
p05_r,2.687807,0.937411,0.000000,0.243709,2.69e+00
p05_r,2.705260,0.941522,0.000000,0.227312,2.71e+00
p05_r,2.722714,0.945346,0.000000,0.210846,2.72e+00
p05_r,2.740167,0.948881,0.000000,0.194315,2.74e+00
p05_r,2.757620,0.952128,0.000000,0.177725,2.76e+00
p05_r,2.775074,0.955085,0.000000,0.161081,2.78e+00
p05_r,2.792527,0.957751,0.000000,0.144388,2.79e+00
p05_r,2.809980,0.960125,0.000000,0.127651,2.81e+00
p05_r,2.827433,0.962206,0.000000,0.110875,2.83e+00
p05_r,2.844887,0.963995,0.000000,0.094065,2.84e+00
p05_r,2.862340,0.965490,0.000000,0.077227,2.86e+00
p05_r,2.879793,0.966690,0.000000,0.060365,2.88e+00
p05_r,2.897247,0.967597,0.000000,0.043485,2.90e+00
p05_r,2.914700,0.968208,0.000000,0.026591,2.91e+00
p05_r,2.932153,0.968525,0.000000,0.009690,2.93e+00
p05_r,2.949606,0.968546,0.000000,-0.007215,2.95e+00
p05_r,2.967060,0.968273,0.000000,-0.024117,2.97e+00
p05_r,2.984513,0.967705,0.000000,-0.041012,2.98e+00
p05_r,3.001966,0.966841,0.000000,-0.057895,3.00e+00
p05_r,3.019420,0.965684,0.000000,-0.074760,3.02e+00
p05_r,3.036873,0.964232,0.000000,-0.091602,3.04e+00
p05_r,3.054326,0.962486,0.000000,-0.108416,3.05e+00
p05_r,3.071779,0.960448,0.000000,-0.125197,3.07e+00
p05_r,3.089233,0.958116,0.000000,-0.141940,3.09e+00
p05_r,3.106686,0.955493,0.000000,-0.158640,3.11e+00
p05_r,3.124139,0.952579,0.000000,-0.175292,3.12e+00
p05_r,3.141593,0.949375,0.000000,-0.191890,3.14e+00
p05_r,3.159046,0.945881,0.000000,-0.208429,3.16e+00
p05_r,3.176499,0.942100,0.000000,-0.224905,3.18e+00
p05_r,3.193953,0.938031,0.000000,-0.241313,3.19e+00
p05_r,3.211406,0.933677,0.000000,-0.257647,3.21e+00
p05_r,3.228859,0.929038,0.000000,-0.273903,3.23e+00
p05_r,3.246312,0.924116,0.000000,-0.290075,3.25e+00
p05_r,3.263766,0.918913,0.000000,-0.306159,3.26e+00
p05_r,3.281219,0.913430,0.000000,-0.322150,3.28e+00
p05_r,3.298672,0.907668,0.000000,-0.338042,3.30e+00
p05_r,3.316126,0.901630,0.000000,-0.353832,3.32e+00
p05_r,3.333579,0.895318,0.000000,-0.369513,3.33e+00
p05_r,3.351032,0.888733,0.000000,-0.385082,3.35e+00
p05_r,3.368485,0.881877,0.000000,-0.400534,3.37e+00
p05_r,3.385939,0.874752,0.000000,-0.415864,3.39e+00
p05_r,3.403392,0.867361,0.000000,-0.431067,3.40e+00
p05_r,3.420845,0.859706,0.000000,-0.446139,3.42e+00
p05_r,3.438299,0.851789,0.000000,-0.461075,3.44e+00
p05_r,3.455752,0.843612,0.000000,-0.475871,3.46e+00
p05_r,3.473205,0.835178,0.000000,-0.490521,3.47e+00
p05_r,3.490659,0.826490,0.000000,-0.505023,3.49e+00
p05_r,3.508112,0.817551,0.000000,-0.519370,3.51e+00
p05_r,3.525565,0.808362,0.000000,-0.533559,3.53e+00
p05_r,3.543018,0.798927,0.000000,-0.547586,3.54e+00
p05_r,3.560472,0.789248,0.000000,-0.561445,3.56e+00
p05_r,3.577925,0.779330,0.000000,-0.575134,3.58e+00
p05_r,3.595378,0.769174,0.000000,-0.588648,3.60e+00
p05_r,3.612832,0.758783,0.000000,-0.601982,3.61e+00
p05_r,3.630285,0.748161,0.000000,-0.615133,3.63e+00
p05_r,3.647738,0.737312,0.000000,-0.628096,3.65e+00
p05_r,3.665191,0.726238,0.000000,-0.640869,3.67e+00
p05_r,3.682645,0.714943,0.000000,-0.653446,3.68e+00
p05_r,3.700098,0.703429,0.000000,-0.665824,3.70e+00
p05_r,3.717551,0.691702,0.000000,-0.677999,3.72e+00
p05_r,3.735005,0.679764,0.000000,-0.689967,3.74e+00
p05_r,3.752458,0.667619,0.000000,-0.701726,3.75e+00
p05_r,3.769911,0.655270,0.000000,-0.713270,3.77e+00
p05_r,3.787364,0.642722,0.000000,-0.724598,3.79e+00
p05_r,3.804818,0.629978,0.000000,-0.735705,3.80e+00
p05_r,3.822271,0.617043,0.000000,-0.746587,3.82e+00
p05_r,3.839724,0.603919,0.000000,-0.757242,3.84e+00
p05_r,3.857178,0.590611,0.000000,-0.767667,3.86e+00
p05_r,3.874631,0.577124,0.000000,-0.777857,3.87e+00
p05_r,3.892084,0.563460,0.000000,-0.787811,3.89e+00
p05_r,3.909538,0.549625,0.000000,-0.797525,3.91e+00
p05_r,3.926991,0.535623,0.000000,-0.806996,3.93e+00
p05_r,3.944444,0.521457,0.000000,-0.816221,3.94e+00
p05_r,3.961897,0.507133,0.000000,-0.825197,3.96e+00
p05_r,3.979351,0.492654,0.000000,-0.833922,3.98e+00
p05_r,3.996804,0.478025,0.000000,-0.842393,4.00e+00
p05_r,4.014257,0.463250,0.000000,-0.850608,4.01e+00
p05_r,4.031711,0.448335,0.000000,-0.858563,4.03e+00
p05_r,4.049164,0.433282,0.000000,-0.866257,4.05e+00
p05_r,4.066617,0.418098,0.000000,-0.873686,4.07e+00
p05_r,4.084070,0.402787,0.000000,-0.880850,4.08e+00
p05_r,4.101524,0.387352,0.000000,-0.887746,4.10e+00
p05_r,4.118977,0.371800,0.000000,-0.894371,4.12e+00
p05_r,4.136430,0.356134,0.000000,-0.900723,4.14e+00
p05_r,4.153884,0.340360,0.000000,-0.906801,4.15e+00
p05_r,4.171337,0.324483,0.000000,-0.912603,4.17e+00
p05_r,4.188790,0.308506,0.000000,-0.918127,4.19e+00
p05_r,4.206243,0.292436,0.000000,-0.923372,4.21e+00
p05_r,4.223697,0.276276,0.000000,-0.928335,4.22e+00
p05_r,4.241150,0.260032,0.000000,-0.933015,4.24e+00
p05_r,4.258603,0.243709,0.000000,-0.937411,4.26e+00
p05_r,4.276057,0.227312,0.000000,-0.941522,4.28e+00
p05_r,4.293510,0.210846,0.000000,-0.945346,4.29e+00
p05_r,4.310963,0.194315,0.000000,-0.948881,4.31e+00
p05_r,4.328417,0.177725,0.000000,-0.952128,4.33e+00
p05_r,4.345870,0.161081,0.000000,-0.955085,4.35e+00
p05_r,4.363323,0.144388,0.000000,-0.957751,4.36e+00
p05_r,4.380776,0.127651,0.000000,-0.960125,4.38e+00
p05_r,4.398230,0.110875,0.000000,-0.962206,4.40e+00
p05_r,4.415683,0.094065,0.000000,-0.963995,4.42e+00
p05_r,4.433136,0.077227,0.000000,-0.965490,4.43e+00
p05_r,4.450590,0.060365,0.000000,-0.966690,4.45e+00
p05_r,4.468043,0.043485,0.000000,-0.967597,4.47e+00
p05_r,4.485496,0.026591,0.000000,-0.968208,4.49e+00
p05_r,4.502949,0.009690,0.000000,-0.968525,4.50e+00
p05_r,4.520403,-0.007215,0.000000,-0.968546,4.52e+00
p05_r,4.537856,-0.024117,0.000000,-0.968273,4.54e+00
p05_r,4.555309,-0.041012,0.000000,-0.967705,4.56e+00
p05_r,4.572763,-0.057895,0.000000,-0.966841,4.57e+00
p05_r,4.590216,-0.074760,0.000000,-0.965684,4.59e+00
p05_r,4.607669,-0.091602,0.000000,-0.964232,4.61e+00
p05_r,4.625123,-0.108416,0.000000,-0.962486,4.63e+00
p05_r,4.642576,-0.125197,0.000000,-0.960448,4.64e+00
p05_r,4.660029,-0.141940,0.000000,-0.958116,4.66e+00
p05_r,4.677482,-0.158640,0.000000,-0.955493,4.68e+00
p05_r,4.694936,-0.175292,0.000000,-0.952579,4.69e+00
p05_r,4.712389,-0.191890,0.000000,-0.949375,4.71e+00
p05_r,4.729842,-0.208429,0.000000,-0.945881,4.73e+00
p05_r,4.747296,-0.224905,0.000000,-0.942100,4.75e+00
p05_r,4.764749,-0.241313,0.000000,-0.938031,4.76e+00
p05_r,4.782202,-0.257647,0.000000,-0.933677,4.78e+00
p05_r,4.799655,-0.273903,0.000000,-0.929038,4.80e+00
p05_r,4.817109,-0.290075,0.000000,-0.924116,4.82e+00
p05_r,4.834562,-0.306159,0.000000,-0.918913,4.83e+00
p05_r,4.852015,-0.322150,0.000000,-0.913430,4.85e+00
p05_r,4.869469,-0.338042,0.000000,-0.907668,4.87e+00
p05_r,4.886922,-0.353832,0.000000,-0.901630,4.89e+00
p05_r,4.904375,-0.369513,0.000000,-0.895318,4.90e+00
p05_r,4.921828,-0.385082,0.000000,-0.888733,4.92e+00
p05_r,4.939282,-0.400534,0.000000,-0.881877,4.94e+00
p05_r,4.956735,-0.415864,0.000000,-0.874752,4.96e+00
p05_r,4.974188,-0.431067,0.000000,-0.867361,4.97e+00
p05_r,4.991642,-0.446139,0.000000,-0.859706,4.99e+00
p05_r,5.009095,-0.461075,0.000000,-0.851789,5.01e+00
p05_r,5.026548,-0.475871,0.000000,-0.843612,5.03e+00
p05_r,5.044002,-0.490521,0.000000,-0.835178,5.04e+00
p05_r,5.061455,-0.505023,0.000000,-0.826490,5.06e+00
p05_r,5.078908,-0.519370,0.000000,-0.817551,5.08e+00
p05_r,5.096361,-0.533559,0.000000,-0.808362,5.10e+00
p05_r,5.113815,-0.547586,0.000000,-0.798927,5.11e+00
p05_r,5.131268,-0.561445,0.000000,-0.789248,5.13e+00
p05_r,5.148721,-0.575134,0.000000,-0.779330,5.15e+00
p05_r,5.166175,-0.588648,0.000000,-0.769174,5.17e+00
p05_r,5.183628,-0.601982,0.000000,-0.758783,5.18e+00
p05_r,5.201081,-0.615133,0.000000,-0.748161,5.20e+00
p05_r,5.218534,-0.628096,0.000000,-0.737312,5.22e+00
p05_r,5.235988,-0.640869,0.000000,-0.726238,5.24e+00
p05_r,5.253441,-0.653446,0.000000,-0.714943,5.25e+00
p05_r,5.270894,-0.665824,0.000000,-0.703429,5.27e+00
p05_r,5.288348,-0.677999,0.000000,-0.691702,5.29e+00
p05_r,5.305801,-0.689967,0.000000,-0.679764,5.31e+00
p05_r,5.323254,-0.701726,0.000000,-0.667619,5.32e+00
p05_r,5.340708,-0.713270,0.000000,-0.655270,5.34e+00
p05_r,5.358161,-0.724598,0.000000,-0.642722,5.36e+00
p05_r,5.375614,-0.735705,0.000000,-0.629978,5.38e+00
p05_r,5.393067,-0.746587,0.000000,-0.617043,5.39e+00
p05_r,5.410521,-0.757242,0.000000,-0.603919,5.41e+00
p05_r,5.427974,-0.767667,0.000000,-0.590611,5.43e+00
p05_r,5.445427,-0.777857,0.000000,-0.577124,5.45e+00
p05_r,5.462881,-0.787811,0.000000,-0.563460,5.46e+00
p05_r,5.480334,-0.797525,0.000000,-0.549625,5.48e+00
p05_r,5.497787,-0.806996,0.000000,-0.535623,5.50e+00
p05_r,5.515240,-0.816221,0.000000,-0.521457,5.52e+00
p05_r,5.532694,-0.825197,0.000000,-0.507133,5.53e+00
p05_r,5.550147,-0.833922,0.000000,-0.492654,5.55e+00
p05_r,5.567600,-0.842393,0.000000,-0.478025,5.57e+00
p05_r,5.585054,-0.850608,0.000000,-0.463250,5.59e+00
p05_r,5.602507,-0.858563,0.000000,-0.448335,5.60e+00
p05_r,5.619960,-0.866257,0.000000,-0.433282,5.62e+00
p05_r,5.637413,-0.873686,0.000000,-0.418098,5.64e+00
p05_r,5.654867,-0.880850,0.000000,-0.402787,5.65e+00
p05_r,5.672320,-0.887746,0.000000,-0.387352,5.67e+00
p05_r,5.689773,-0.894371,0.000000,-0.371800,5.69e+00
p05_r,5.707227,-0.900723,0.000000,-0.356134,5.71e+00
p05_r,5.724680,-0.906801,0.000000,-0.340360,5.72e+00
p05_r,5.742133,-0.912603,0.000000,-0.324483,5.74e+00
p05_r,5.759587,-0.918127,0.000000,-0.308506,5.76e+00
p05_r,5.777040,-0.923372,0.000000,-0.292436,5.78e+00
p05_r,5.794493,-0.928335,0.000000,-0.276276,5.79e+00
p05_r,5.811946,-0.933015,0.000000,-0.260032,5.81e+00
p05_r,5.829400,-0.937411,0.000000,-0.243709,5.83e+00
p05_r,5.846853,-0.941522,0.000000,-0.227312,5.85e+00
p05_r,5.864306,-0.945346,0.000000,-0.210846,5.86e+00
p05_r,5.881760,-0.948881,0.000000,-0.194315,5.88e+00
p05_r,5.899213,-0.952128,0.000000,-0.177725,5.90e+00
p05_r,5.916666,-0.955085,0.000000,-0.161081,5.92e+00
p05_r,5.934119,-0.957751,0.000000,-0.144388,5.93e+00
p05_r,5.951573,-0.960125,0.000000,-0.127651,5.95e+00
p05_r,5.969026,-0.962206,0.000000,-0.110875,5.97e+00
p05_r,5.986479,-0.963995,0.000000,-0.094065,5.99e+00
p05_r,6.003933,-0.965490,0.000000,-0.077227,6.00e+00
p05_r,6.021386,-0.966690,0.000000,-0.060365,6.02e+00
p05_r,6.038839,-0.967597,0.000000,-0.043485,6.04e+00
p05_r,6.056293,-0.968208,0.000000,-0.026591,6.06e+00
p05_r,6.073746,-0.968525,0.000000,-0.009690,6.07e+00
p05_r,6.091199,-0.968546,0.000000,0.007215,6.09e+00
p05_r,6.108652,-0.968273,0.000000,0.024117,6.11e+00
p05_r,6.126106,-0.967705,0.000000,0.041012,6.13e+00
p05_r,6.143559,-0.966841,0.000000,0.057895,6.14e+00
p05_r,6.161012,-0.965684,0.000000,0.074760,6.16e+00
p05_r,6.178466,-0.964232,0.000000,0.091602,6.18e+00
p05_r,6.195919,-0.962486,0.000000,0.108416,6.20e+00
p05_r,6.213372,-0.960448,0.000000,0.125197,6.21e+00
p05_r,6.230825,-0.958116,0.000000,0.141940,6.23e+00
p05_r,6.248279,-0.955493,0.000000,0.158640,6.25e+00
p05_r,6.265732,-0.952579,0.000000,0.175292,6.27e+00
